# H He Li Be B C N O F Ne Na Mg Al Si P S Cl Ar K Ca Sc Ti V Cr Mn Fe Co Ni Cu Zn 
1.000000000000000000e+00,3.753373686882351401e-01,7.570654294238048695e-10,1.678828194162492256e-13,5.034568114666102311e-11,4.525596446859280267e-03,8.498600397192139456e-04,1.230762580572570229e-02,6.494840080744313230e-07,1.807372934702653616e-03,3.566571103556820415e-05,6.283174316035216754e-04,5.167173184012889022e-05,1.421451827457747728e-03,9.277911679745291847e-06,7.068445063095754122e-04,4.889929558017477934e-06,1.553161924120265126e-04,3.567069888886936824e-06,1.284492000850301309e-04,4.299368143810749157e-08,2.437032070191867147e-06,2.961138398997923784e-07,2.266689629469967980e-05,1.782576799472385934e-05,2.110023025806364357e-03,4.778179320284421590e-06,1.398484621664986547e-04,1.149141106284838724e-06,1.904578919134257073e-06
1.000000000000000000e+00,3.713460549038934966e-01,7.459104120025233319e-10,2.006442568877046490e-18,1.037052877382125100e-11,2.414007945510378457e-03,6.623476299941268323e-04,9.221963501354762949e-03,3.238141899905998845e-07,2.546670766870200598e-03,4.724994710043616425e-05,9.745945893162594881e-04,6.376385802547340418e-05,1.358637168484448394e-03,6.184879827815485681e-06,6.605213496655231668e-04,2.325676662863683781e-06,1.212445550724146744e-04,1.313824917094114139e-06,9.201361034902483542e-05,1.422372031494100510e-08,2.104189230414465725e-06,2.286433798085945290e-07,2.560285763167053527e-05,1.352419072694227891e-05,1.984868545604351938e-03,3.228459472818681943e-06,8.438016138206996797e-05,6.506169041225992090e-07,1.910786470579504188e-06
1.000000000000000000e+00,3.712476625341878944e-01,7.457480318825217783e-10,2.295578512009041065e-18,7.446178833544464941e-12,2.386177588625196938e-03,6.468771443144294593e-04,8.986672556767926270e-03,3.118380576914160653e-07,2.324157590610435430e-03,4.161720231563220196e-05,9.620834832152245315e-04,6.057176429532190956e-05,1.344324263403804016e-03,6.482160764591893001e-06,6.441253656851138668e-04,2.355397548562211270e-06,1.175432363167384990e-04,1.308398550821914897e-06,8.832389652721138430e-05,1.432581689533653593e-08,2.084592959959680171e-06,2.315373469072003462e-07,2.404611552618408126e-05,1.329881530554099273e-05,1.977544996849326959e-03,3.314323036932525144e-06,8.589568991147293858e-05,6.153105381049517909e-07,2.042201786497932583e-06
1.000000000000000000e+00,3.711473865402145633e-01,7.455637694584730808e-10,2.468639633833445067e-18,3.754743060414817388e-12,2.358630759145784444e-03,6.308398835120053189e-04,8.748303783340296083e-03,2.990530956520945861e-07,2.098493694556455638e-03,3.609138957782833420e-05,9.495375339928519703e-04,5.740039971420568988e-05,1.328172805439167044e-03,6.753015488949080763e-06,6.257307813392269484e-04,2.374259197832627437e-06,1.135192967277685720e-04,1.295485887390418315e-06,8.445138214892854470e-05,1.438603145173319469e-08,2.060561989616962161e-06,2.337172181775706083e-07,2.238284994752482695e-05,1.305170030341042627e-05,1.965202660649176519e-03,3.397606003304416601e-06,8.708868970674823323e-05,5.806443564731313910e-07,2.153143458371421902e-06
1.000000000000000000e+00,3.731076029202864408e-01,1.060123214262719244e-09,1.458042232494264050e-18,6.364672623203266453e-12,2.922462426611666369e-03,1.408837171402516769e-03,8.579689142062002505e-03,4.400080120560237871e-07,2.521739470466732250e-03,4.225203191379631401e-05,9.270727537324421593e-04,5.890088328122868478e-05,1.184494523653578310e-03,5.789799820253970771e-06,5.845369003992329036e-04,1.270397254141878375e-06,9.004841132731537757e-05,5.904983511421187356e-07,7.070375360888222463e-05,6.324178015118346716e-09,1.501091390795638816e-06,1.611026333616862206e-07,2.096730336556777488e-05,1.119404960124204870e-05,1.930547202836345065e-03,3.229388572712211133e-06,8.476889030355338616e-05,4.020627924136341452e-07,1.403410780863211609e-06
1.000000000000000000e+00,3.729418817623601501e-01,1.058221413839799873e-09,1.457721131536574303e-18,5.279449519129866552e-12,2.908900376431510816e-03,1.405921120665670895e-03,8.330318116439834955e-03,4.390034471385176377e-07,2.307278524837792864e-03,3.790775779998233264e-05,9.118071597019496285e-04,5.603841806243529787e-05,1.187585922423030219e-03,5.982618798433252177e-06,5.818386317357582098e-04,1.324472043265457902e-06,8.923701332985540754e-05,6.128444786242796589e-07,6.928192514393443160e-05,6.543361534265038391e-09,1.504280224872106803e-06,1.640147215285795787e-07,1.974404474471829567e-05,1.097476088409425817e-05,1.917584713401483025e-03,3.316977951430316797e-06,8.622468056793597055e-05,3.810859024967730615e-07,1.516473353669521536e-06
1.000000000000000000e+00,3.727727927539729036e-01,1.056459805524625603e-09,1.457377971993374227e-18,3.401584393804055570e-12,2.895924865655644630e-03,1.403108935778829558e-03,8.076333094421890221e-03,4.374325772875151143e-07,2.085788807603077607e-03,3.351313165714819197e-05,8.965723667932014914e-04,5.315127393057519017e-05,1.188007177731590334e-03,6.157426791706231508e-06,5.764460068371185346e-04,1.369927039821446985e-06,8.788510318870926220e-05,6.312823888145454807e-07,6.743043116619319938e-05,6.726439585425025974e-09,1.496850301623039789e-06,1.657644596823316774e-07,1.838936797676032255e-05,1.072945415688263170e-05,1.899288055991630014e-03,3.391218248108874173e-06,8.722951231078502309e-05,3.596279150755867903e-07,1.604988150410130905e-06
1.000000000000000000e+00,3.744673104620001580e-01,1.056518455745310030e-09,1.597201668226481666e-13,4.462291996496247976e-11,4.059304741778199319e-03,1.322102507052138904e-03,7.567114157761085230e-03,3.485679036801076552e-07,1.886808654261886440e-03,2.998931532505888040e-05,5.762077005366170179e-04,4.526418995997133580e-05,1.088170884422232781e-03,6.580875464053812745e-06,4.784867586185972206e-04,2.032396380688890002e-06,7.860677898896915449e-05,8.811400027252717177e-07,6.191325428263233272e-05,1.416855830531434345e-08,1.416022981722200736e-06,1.328612966551580440e-07,1.538807013056410527e-05,1.186350322282405383e-05,1.904991397929998173e-03,4.025179972041481533e-06,1.228408053896095872e-04,3.725352141515016123e-07,6.127973580129872713e-07
1.000000000000000000e+00,3.808313903024081459e-01,1.201723815839099663e-09,3.463540829111271315e-14,2.485575200108572517e-11,7.100163453476896272e-03,1.707694237580149182e-03,2.092274902895421493e-02,1.336291610858469878e-06,1.601073238740397192e-03,3.204018594598165320e-05,5.744231415064994560e-04,4.401181130551503414e-05,1.763851626192006541e-03,1.341906456224480519e-05,9.485862551456425299e-04,6.077095427005912551e-06,1.714969139548830064e-04,3.491330274869213621e-06,1.326171302051405005e-04,6.279470379226208505e-08,2.124105912788699033e-06,3.356351805340456361e-07,2.485004401468644469e-05,1.990946285978317405e-05,2.208002960517322505e-03,5.626815040470999860e-06,1.602406888511360961e-04,2.085345532818535967e-06,3.130426823794922763e-06
1.000000000000000000e+00,3.856888401071743577e-01,1.234527520082477756e-09,2.022496933996767197e-14,7.836490681117926209e-12,8.020054842465797196e-03,1.891486094534834553e-03,2.274943112653236843e-02,3.194298541409241597e-06,2.220458489883649078e-03,4.620784133337970696e-05,7.490204144889935642e-04,5.375072635202003327e-05,2.449496178177130827e-03,1.720416731944768158e-05,1.562524311821305136e-03,1.024584026407081424e-05,3.395246447695490148e-04,9.109144551048684163e-06,2.800530800335422903e-04,1.224516895541934613e-07,3.455236762721651447e-06,4.729472892234508608e-07,2.629698152531121660e-05,2.454085106870058594e-05,2.372028713737487932e-03,6.586976968064731196e-06,1.668075667957692721e-04,2.643144262088444207e-06,3.880099248295397812e-06
